trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
458,False,"{'a': 0.5, 'e': 0.07122649724504411}",30,0,32.048911257889365,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
459,False,"{'a': 0.5, 'e': 0.07083059724131997}",25,0,29.285961920906594,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
460,False,"{'a': 0.5, 'e': 0.07043673089281707}",20,14,-2.031108139738741,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.07004488960508372}",30,19,21.048529319810363,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.06965506479929011}",20,2,32.56291764193884,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.06926724791245571}",30,18,21.46884656656391,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.06888143039767268}",25,2,18.7499104332984,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.0684976037243261}",35,19,24.58076776468353,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.06811575937831019}",25,15,19.51837420623233,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.06773588886224151}",20,1,31.87490912811648,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.06735798369566814}",25,7,25.46425839163355,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.06698203541527592}",25,10,0.2949998510708196,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.06660803557509065}",20,13,11.770999840184833,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.0662359757466775}",20,11,17.701950615969665,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.0658658475193364}",30,18,11.305610807066028,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.06549764250029472}",25,8,30.056879706837186,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.06513135231489592}",20,3,-15.660968999178445,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
475,False,"{'a': 0.5, 'e': 0.06476696860678553}",25,6,19.697872472445486,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.06440448303809333}",25,15,17.973476665801414,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.06404388728961265}",30,16,17.56273993989723,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.06368517306097612}",25,14,-23.10931062075366,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
479,False,"{'a': 0.5, 'e': 0.06332833207082861}",20,0,-7.5082581796023975,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
480,False,"{'a': 0.5, 'e': 0.06297335605699649}",25,15,15.305705105794708,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.0626202367766542}",25,8,30.728848196599202,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.06226896600648742}",20,13,14.988255288889079,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.0619195355428533}",25,10,23.621049220920895,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.061571937201937425}",30,15,29.49779168584094,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.061226162819907996}",20,10,-21.729420728131142,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
486,False,"{'a': 0.5, 'e': 0.06088220425306674}",20,14,10.334562059928501,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.06054005337799708}",20,5,13.805751559741937,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.06019970209170904}",25,7,21.587560274062536,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.05986114231178153}",30,18,23.598949512702557,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.5, 'e': 0.05952436597650149}",25,11,23.686896853640196,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.059189365045000324}",25,8,16.483562958697004,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.058856131497387214}",30,17,-10.42848711404056,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.05852465733487995}",20,0,14.357484441112192,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
494,False,"{'a': 0.5, 'e': 0.058194934579932675}",30,3,46.50140453882327,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.05786695527636101}",20,16,8.476484630943215,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.057540711489464276}",20,3,16.9034828940305,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
497,False,"{'a': 0.5, 'e': 0.057216195306145246}",20,13,13.681944303117254,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.5, 'e': 0.0568933988350268}",30,7,37.63248449980704,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.5, 'e': 0.056572314206566394}",25,2,36.011232066325796,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.05625293357316737}",25,20,9.821690918941748,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.05593524910928808}",25,17,16.496495818458847,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.05561925301154815}",20,0,30.88412374323098,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
503,False,"{'a': 0.5, 'e': 0.055304937498832175}",30,10,35.28958191149546,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.05499229481239112}",20,9,23.655638326069948,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.05468131721594076}",30,5,-0.9037863733433571,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
506,False,"{'a': 0.5, 'e': 0.05437199699575811}",20,12,11.639997792136347,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.05406432646077497}",25,11,27.96327101030931,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.053758297942669335}",20,13,13.228535605420523,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.05345390379595411}",20,10,20.11425693506614,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.05315113639806372}",30,16,-17.619557053952356,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
511,False,"{'a': 0.5, 'e': 0.05284998814943802}",30,15,29.99536198912663,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.5, 'e': 0.052550451473604154}",20,0,28.828235788477958,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
513,False,"{'a': 0.5, 'e': 0.05225251881725587}",20,13,13.380422768023605,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.05195618265033075}",25,12,9.261344824177263,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.051661435466084836}",35,13,28.635687448121864,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.051368269781165446}",25,13,21.96304136266032,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.05107667813568131}",25,3,36.943763703176735,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.050786653093270864}",25,0,-5.8181970725645265,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
519,False,"{'a': 0.5, 'e': 0.05049818724116811}",20,7,6.325639512368053,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.05021127319026653}",20,7,26.607353598380538,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.5, 'e': 0.04992590357518062}",20,0,-11.010050276309004,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
1,True,"{'a': 0, 'e': 0}",25,13,18.773038168089414,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,15,9.478682808780656,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,7,18.249919003959484,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,12,15.88129964511662,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,8,26.61335018408983,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,8,18.703958334801566,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,5,21.690429743425142,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,7,32.939151030785496,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,12,21.720985801868185,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,12,13.481553300942297,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
